福建圣农发展股份有限公司,鸡琵琶腿,1522073,云霄县双溪口润购超市,福建,福建省光泽县十里铺,/,500克/袋,合格
福建圣农发展股份有限公司,鸡琵琶腿,1522073,武汉盒马网络科技有限公司螃蟹岬分公司,湖北,福建省光泽县十里铺,2021-05-02,500克／袋,合格
福建圣农发展股份有限公司,鸡琵琶腿,1522073,龙海市石码小李冷冻食品店,福建,福建省光泽县十里铺,2019-08-22,散装,合格
福建圣农发展股份有限公司,吉大散养土鸡,3625533,江西国光商业连锁股份有限公司万安店,江西,福建省光泽县十里铺,2023-07-13,/,合格
福建圣农发展股份有限公司,老鸡全腿（450-700克）,3620029,北京西贝万家餐饮管理有限公司宣武门店,北京,福建省光泽县十里铺,2023-05-05,5千克/袋,合格
福建圣农发展股份有限公司,吉大分边小黄鸡,3613063,吉安县世纪华联超市有限公司,江西,福建省光泽县十里铺,2023-06-19,/,合格
福建圣农发展股份有限公司,吉大泽仔鸭,3613053,吉安县世纪华联超市有限公司,江西,福建省光泽县十里铺,2023-06-19,/,合格
福建圣农发展股份有限公司,单冻鸡肫,666083,上海市闵行区甄记副食品经营部,/,福建省光泽县十里铺,2023-06-08,1千克/袋,合格
福建圣农发展股份有限公司,单冻鸡肫,666083,准格尔旗润祥冷库店,内蒙古,福建省光泽县十里铺,/,1kg/袋,合格
福建圣农发展股份有限公司,单冻鸡肫,666083,汨罗市弼时镇周里生鲜商行,湖南,福建省光泽县十里铺,2022-02-07,1kg/包,合格
福建圣农发展股份有限公司,单冻鸡肫,666083,金溪县世纪华联超市,/,福建省光泽县十里铺,2022-06-22,1kg/袋,合格
福建圣农发展股份有限公司,单冻鸡肫,666083,达拉特旗阔田西餐原料经营部,内蒙古,福建省光泽县十里铺,/,1kg/袋,合格
福建圣农发展股份有限公司,单冻鸡肫,666083,梅州市新中益贸易有限公司,广东,福建省光泽县十里铺,/,1kg/包,合格
福建圣农发展股份有限公司,单冻鸡肫,666083,仙游县盖尾镇刘秀霞冷冻食品店,福建,福建省光泽县十里铺,2020-04-12,/,合格
福建圣农发展股份有限公司,单冻鸡肫,666083,林州市桂园区孙国振禽类经销部,河南,福建省光泽县十里铺,/,1千克/袋,合格
福建圣农发展股份有限公司,单冻鸡肫,666083,河北永辉超市有限公司北辰分公司,河北,福建省光泽县十里铺,2018-05-12,1千克/袋,合格
福建圣农发展股份有限公司,单冻鸡肫,666083,北京春华起兰鸡肉摊,北京,福建省光泽县十里铺,2017-03-29,1千克/袋,合格
福建圣农发展股份有限公司,鲜鸡胸肉（康）,3601319,福建圣农发展股份有限公司,/,福建省光泽县十里铺,2023-09-04,/,合格
福建圣农发展股份有限公司,冻鸡腿（康）,3601311,福建圣农发展股份有限公司,/,福建省光泽县十里铺,2023-09-04,/,合格
福建圣农发展股份有限公司,圣农单冻翅根(鸡肉）,3594871,惠安县净峰镇兴兴乐购物中心,福建,福建省光泽县十里铺,2023-06-27,1kg/包,合格
福建圣农发展股份有限公司,鸡翅中,858011,福建新华都综合百货有限公司闽侯上街分店,,福建省光泽县十里铺,2023-02-06,500克/袋,合格
福建圣农发展股份有限公司,鸡翅中,858011,厦门香佳禾零售有限公司吕岭路店,福建,福建省光泽县十里铺,/,500克/包,合格
福建圣农发展股份有限公司,鸡翅中,858011,福州市实验幼儿园,福建,福建省光泽县十里铺,2022-09-17,500克/袋,合格
福建圣农发展股份有限公司,鸡翅中,858011,宁德市蕉城区蕉南塔斯汀餐饮店,福建,福建省光泽县十里铺,2022-06-07,1.2kg/包,合格
福建圣农发展股份有限公司,鸡翅中,858011,广州市好又多芳村百货商业有限公司,广东,福建省光泽县十里铺,2022-04-01,500克/包,合格
福建圣农发展股份有限公司,鸡翅中,858011,福建永辉超市有限公司莆田市仙游滨江嘉苑店,福建,福建省光泽县十里铺,2022-04-11,500克/袋,合格
福建圣农发展股份有限公司,鸡翅中,858011,福建永辉超市有限公司莆田市荔城区巨岸幸福城店,福建,福建省光泽县十里铺,2021-06-01,500克/包,合格
福建圣农发展股份有限公司,鸡翅中,858011,将乐县龟山琼伟超市,/,福建省光泽县十里铺,/,散装,合格
福建圣农发展股份有限公司,鸡翅中,858011,锦江麦德龙现购自运有限公司潍坊商场,山东,福建省光泽县十里铺,/,1kg/袋,合格
福建圣农发展股份有限公司,单冻琵琶腿（鸡肉）,526747,连城县姑田周氏冻品经营部,福建,福建省光泽县十里铺,2023-05-17,10千克/箱,合格
福建圣农发展股份有限公司,单冻琵琶腿（鸡肉）,526747,瑞金市象湖镇钟东桦冷冻食品店,江西,福建省光泽县十里铺,2022-08-23,10千克/袋,合格
福建圣农发展股份有限公司,单冻琵琶腿（鸡肉）,526747,福州开发区创汇贸易有限公司,福建,福建省光泽县十里铺,2022-09-18,10千克/箱,合格
福建圣农发展股份有限公司,单冻琵琶腿（鸡肉）,526747,福州开发区创汇贸易有限公司,福建,福建省光泽县十里铺,2022-08-28,10千克/箱,合格
福建圣农发展股份有限公司,单冻琵琶腿（鸡肉）,526747,福清元洪高级中学,福建,福建省光泽县十里铺,2020-08-19,10kg/箱,合格
福建圣农发展股份有限公司,单冻琵琶腿（鸡肉）,526747,福建省长乐第一中学（首占校区）,福建,福建省光泽县十里铺,2020-06-16,/,合格
福建圣农发展股份有限公司,单冻琵琶腿（鸡肉）,526747,大厂回族自治县慧客隆超市,河北,福建省光泽县十里铺,2017-03-03,散装,合格
福建圣农发展股份有限公司,鸡腿排,3579149,泉州新华都购物广场有限公司东海太古店,福建,福建省光泽县十里铺,2023-05-07,500克/袋,合格
福建圣农发展股份有限公司,单冻琵琶腿(鸡腿),3579133,南安市溪美渔岛海鲜超市,福建,福建省光泽县十里铺,2023-05-03,10kg/箱,合格
福建圣农发展股份有限公司,单冻翅根（鸡翅根）,2832263,莆田市秀屿区东庄哲宇食杂店,福建,福建省光泽县十里铺,2023-05-07,1千克（XL（50g以上））/包,合格
福建圣农发展股份有限公司,单冻翅根（鸡翅根）,2832263,清流县龙腾商贸有限公司,,福建省光泽县十里铺,2022-02-12,1kg/袋,合格
福建圣农发展股份有限公司,单冻翅根（鸡翅根）,2832263,漳州捷盛沃特商贸有限公司,福建,福建省光泽县十里铺,2021-07-13,1kg,合格
福建圣农发展股份有限公司,单冻翅中,2194725,厦门市思明区思味美冻品店,/,福建省光泽县十里铺,/,1千克/包,合格
福建圣农发展股份有限公司,单冻翅中,2194725,福建省平潭县新华榕超市有限公司,福建,福建省光泽县十里铺,2022-02-14,1kg/袋,合格
福建圣农发展股份有限公司,单冻翅中,2194725,仙游县鲤城福金冷冻食品零售店,福建,福建省光泽县十里铺,2020-11-04,1kg/包,合格
福建圣农发展股份有限公司,单冻翅中,2194725,莆田市湄洲湾北岸经济开发区山亭新永丰超市,/,福建省光泽县十里铺,2021-03-11,1kg/袋,合格
福建圣农发展股份有限公司,单冻翅中,2194725,仙游县鲤城卓江食品店,福建,福建省光泽县十里铺,2020-10-12,/,合格
福建圣农发展股份有限公司,单冻大胸L（鸡大胸）,3568887,福建文畅食品有限公司,/,福建省光泽县十里铺,2023-07-13,10千克/箱,合格
福建圣农发展股份有限公司,冷冻全腿（鸡腿）,3568861,福建海文铭海洋科技发展有限公司,/,福建省光泽县十里铺,2023-01-04,1kg/袋,合格
福建圣农发展股份有限公司,单冻琵琶腿（鸡腿）,1980845,福州市马尾区兴润食品商行,/,福建省光泽县十里铺,2023-06-17,10kg/袋x1袋/箱,合格
福建圣农发展股份有限公司,单冻琵琶腿（鸡腿）,1980845,闽江师范高等专科学校,福建,福建省光泽县十里铺,2020-04-07,10千克（1袋x10千克）/箱,合格
福建圣农发展股份有限公司,单冻琵琶腿（鸡腿）,1980845,闽侯县美术中等职业学校,福建,福建省光泽县十里铺,2020-07-21,10kg（10kg/袋x1袋）/箱,合格
福建圣农发展股份有限公司,单冻琵琶腿（鸡腿）,1980845,福建卫生职业技术学院（明湖餐厅）,福建,福建省光泽县十里铺,2020-06-03,10kg/箱,合格
福建圣农发展股份有限公司,单冻琵琶腿（鸡腿）,1980845,福建省长乐第六中学,福建,福建省光泽县十里铺,2020-06-07,10kg/箱,合格
福建圣农发展股份有限公司,冻去皮鸡大胸,3568841,海欣食品股份有限公司,福建,福建省光泽县十里铺,2023-06-04,10kg/袋,合格
福建圣农发展股份有限公司,冰鲜鸡胸肉,1964619,广州市朴朴网络科技有限公司白云区金沙洲店,广东,福建省光泽县十里铺,2023-06-28,480克/盒,合格
福建圣农发展股份有限公司,冰鲜鸡胸肉,1964619,厦门元初食品股份有限公司同安美峰二里店,福建,福建省光泽县十里铺,/,320克/盒,合格
福建圣农发展股份有限公司,冰鲜鸡胸肉,1964619,龙岩市新百佳贸易有限公司,福建,福建省光泽县十里铺,2022-08-08,/,合格
福建圣农发展股份有限公司,冰鲜鸡胸肉,1964619,福州合益顺供应链管理有限公司福州市罗源县分公司,福建,福建省光泽县十里铺,2021-11-13,5kg/袋,合格
福建圣农发展股份有限公司,冰鲜鸡胸肉,1964619,福建省农壹购贸易有限公司,福建,福建省光泽县十里铺,2020-08-28,散装称重,合格
福建圣农发展股份有限公司,单冻翅根（鸡肉）,3120453,福建宏华央厨餐饮服务有限公司,福建,福建省光泽县十里铺,2023-02-07,1千克/袋,合格
福建圣农发展股份有限公司,单冻翅根（鸡肉）,3120453,福州市马尾区天聚食品经营部,福建,福建省光泽县十里铺,2022-08-13,1千克/袋,合格
福建圣农发展股份有限公司,单冻翅根（鸡肉）,3120453,晋江市金井镇万佳超市,福建,福建省光泽县十里铺,2022-05-11,/,合格
福建圣农发展股份有限公司,吉大散养麻鸡,3547527,江西国光商业连锁股份有限公司吉水店,江西,福建省光泽县十里铺,2023-07-21,/,合格
福建圣农发展股份有限公司,圣农冷鲜琵琶腿(叶),3541977,南平新华都购物广场有限公司,福建省,福建省光泽县十里铺,2023-06-12,/,合格
福建圣农发展股份有限公司,鲜琵琶腿（鸡肉）,3518517,福州合益顺供应链管理有限公司福州市罗源县分公司,福建,福建省光泽县十里铺,2023-06-10,/,合格
福建圣农发展股份有限公司,鸡心,1104831,上海市宝山区明伟肉类经营部,/,福建省光泽县十里铺,2023-05-21,/,合格
福建圣农发展股份有限公司,鸡心,1104831,北京首航优购商贸连锁有限公司第五十六店,北京,福建省光泽县十里铺,2022-03-17,1kg/袋,合格
福建圣农发展股份有限公司,鸡心,1104831,准格尔旗君威海鲜水产品店,内蒙古,福建省光泽县十里铺,2020-04-05,1kg/袋,合格
福建圣农发展股份有限公司,鸡心,1104831,上海市嘉定区江桥镇佳振肉制品经营部,上海,福建省光泽县十里铺,2020-02-25,1kg/包,合格
福建圣农发展股份有限公司,鸡心,1104831,晋江市池店镇书明冷冻食品商行,福建,福建省光泽县十里铺,2019-10-21,1kg,合格
福建圣农发展股份有限公司,鸡心,1104831,西华县城关小王鲜冻食品批零店,河南,福建省光泽县十里铺,2019-09-30,散装称重,合格
福建圣农发展股份有限公司,冷冻鸡心,1462501,多伦县伯特利超市,内蒙古,福建省光泽县十里铺,2023-02-14,1kg/袋,合格
福建圣农发展股份有限公司,冷冻鸡心,1462501,云岩小邓冷冻食品店,贵州,福建省光泽县十里铺,2022-04-23,1kg/袋,合格
福建圣农发展股份有限公司,冷冻鸡心,1462501,上海市浦东新区北蔡镇罗记副食品商行,上海,福建省光泽县十里铺,2020-02-24,1000克/袋,合格
福建圣农发展股份有限公司,冷冻鸡心,1462501,晋江市龙湖镇心嘉惠便利店,福建,福建省光泽县十里铺,2020-09-03,1KG/袋,合格
福建圣农发展股份有限公司,冷冻鸡心,1462501,晋江市青阳赐银冷冻食品经营部,福建,福建省光泽县十里铺,2019-08-19,1000克,合格
福建圣农发展股份有限公司,鸡肉(冰鲜鸡胸肉),3421215,深圳市朴朴网络科技有限公司福田华强店,广东,福建省光泽县十里铺,2023-03-13,480克/盒,合格
福建圣农发展股份有限公司,鲜琵琶腿（圣农）,3394159,江西步步高商业连锁有限责任公司宜春万达店,/,福建省光泽县十里铺,2021-10-31,/,合格
福建圣农发展股份有限公司,鲜鸡胸（圣农）,3394157,江西步步高商业连锁有限责任公司宜春万达店,/,福建省光泽县十里铺,2021-10-31,/,合格
福建圣农发展股份有限公司,鲜鸡爪（圣农）,3394155,江西步步高商业连锁有限责任公司宜春万达店,/,福建省光泽县十里铺,2021-10-31,/,合格
福建圣农发展股份有限公司,冷冻鸡尾（禽副产品）,3388935,兴仁市顺新冷冻食品销售部,贵州,福建省光泽县十里铺,2022-07-12,1kg/袋,合格
福建圣农发展股份有限公司,冷冻上腿皮（禽副产品）,3342519,兴仁市顺新冷冻食品销售部,贵州,福建省光泽县十里铺,2022-08-25,1kg/袋,合格
福建圣农发展股份有限公司,双汇鲜鸡大胸,3335413,蒙城县金印超市,安徽,福建省光泽县十里铺,2022-08-17,/,合格
福建圣农发展股份有限公司,双汇鲜琵琶腿,3335411,蒙城县金印超市,安徽,福建省光泽县十里铺,2022-08-17,/,合格
福建圣农发展股份有限公司,圣农单冻翅根（鸡肉）,3330081,福州晋安区福兴嘉园幼儿园,福建,福建省光泽县十里铺,2022-10-17,1千克/袋,合格
福建圣农发展股份有限公司,鸡块,3313579,滑县上官镇韩新庄华英小学餐厅,河南,福建省光泽县十里铺,2022-10-22,2.5kg/袋,合格
福建圣农发展股份有限公司,鸡块,3313579,滑县上官镇第三初级中学学生餐厅,河南,福建省光泽县十里铺,2022-09-03,2.5kg/袋,合格
福建圣农发展股份有限公司,圣农单冻鸡肫,3302089,赫章安升生活超市,贵州,福建省光泽县十里铺,2022-05-26,1kg/袋,合格
福建圣农发展股份有限公司,单冻琵琶腿,1074931,厦门波山食品有限公司城东分公司,福建省,福建省光泽县十里铺,/,400g/包,合格
福建圣农发展股份有限公司,单冻琵琶腿,1074931,固始县秀水街道办事处贵族幼儿园,河南,福建省光泽县十里铺,2022-08-05,10kg/袋,合格
福建圣农发展股份有限公司,单冻琵琶腿,1074931,汕头市多满分餐饮管理有限公司,广东,福建省光泽县十里铺,2022-03-10,7.7kg（7.7kg/袋×1袋）/箱,合格
福建圣农发展股份有限公司,单冻琵琶腿,1074931,闽侯县鸿尾守海超市,福建,福建省光泽县十里铺,2021-07-27,10kg/袋,合格
